"target_end_date","forecast_date",".group","max_confirm","location","confirm","cum_prop_reported","delay","prop_reported","mean","median","sd","mad","q5","q20","q35","q50","q65","q80","q95","rhat","ess_bulk","ess_tail"
"2021-05-27","2021-06-04",1,0,"BS",0,NA,8,NA,0.012,0,0.108939744206914,0,0,0,0,0,0,0,0,1.00250772522232,922.269724724302,922.269724724301
"2021-05-28","2021-06-04",1,1,"BS",1,1,7,0,1.015,1,0.121613279660528,0,1,1,1,1,1,1,1,0.998854317954088,1039.21723946311,1039.21723946311
"2021-05-29","2021-06-04",1,0,"BS",0,NA,6,NA,0.021,0,0.15679152905557,0,0,0,0,0,0,0,0,1.00141807253875,916.131086149623,937.243567029049
"2021-05-30","2021-06-04",1,0,"BS",0,NA,5,NA,0.03,0,0.170672578726429,0,0,0,0,0,0,0,0,0.999005011606978,998.75133874565,998.751338745651
"2021-05-31","2021-06-04",1,0,"BS",0,NA,4,NA,0.091,0,0.304650310703619,0,0,0,0,0,0,0,1,0.999855104394681,987.993107518788,993.17037905042
"2021-06-01","2021-06-04",1,0,"BS",0,NA,3,NA,0.188,0,0.445931446362392,0,0,0,0,0,0,0,1,0.999061731036226,1034.49910298907,525.00819847284
"2021-06-02","2021-06-04",1,1,"BS",1,1,2,0,1.379,1,0.675140588925606,0,1,1,1,1,1,2,3,0.998379562480793,1100.5340277469,1033.73242523245
"2021-06-03","2021-06-04",1,0,"BS",0,NA,1,NA,0.528,0,0.806142584079185,0,0,0,0,0,1,1,2,0.999508973639506,846.360491571227,727.487989711549
"2021-06-04","2021-06-04",1,0,"BS",0,NA,0,NA,0.665,0,0.89082465646645,0,0,0,0,0,1,1,2,1.00304598939988,770.311282681894,767.347354267
"2021-05-27","2021-06-05",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-05-28","2021-06-05",1,1,"BS",1,1,8,0,1.009,1,0.0944877131056093,0,1,1,1,1,1,1,1,1.00061574919279,481.103879972887,481.103879972887
"2021-05-29","2021-06-05",1,0,"BS",0,NA,7,NA,0.032,0,0.181683816034915,0,0,0,0,0,0,0,0,1.00920667139327,934.799062709466,930.82933721598
"2021-05-30","2021-06-05",1,0,"BS",0,NA,6,NA,0.048,0,0.22748131296383,0,0,0,0,0,0,0,0,1.00250439470359,954.736531967873,963.128098084802
"2021-05-31","2021-06-05",1,0,"BS",0,NA,5,NA,0.14,0,0.380190142618854,0,0,0,0,0,0,0,1,1.02834881747183,90.1955297053607,80.0056409655646
"2021-06-01","2021-06-05",1,0,"BS",0,NA,4,NA,0.402,0,0.665461372912687,0,0,0,0,0,0,1,2,1.07192627020496,24.6450369090666,23.150271285195
"2021-06-02","2021-06-05",1,1,"BS",1,1,3,0,1.77,1,0.977781190275235,0,1,1,1,1,2,2,4,1.1530511916634,10.0165347100771,11.8033535971458
"2021-06-03","2021-06-05",1,0,"BS",0,NA,2,NA,1.094,1,1.21269725596896,1.4826,0,0,0,1,1,2,3,1.16067603984777,8.9565163203016,11.9314761858506
"2021-06-04","2021-06-05",1,0,"BS",0,NA,1,NA,1.161,1,1.27306704446376,1.4826,0,0,0,1,1,2,4,1.15919474073595,9.15433581703623,11.7814677778881
"2021-06-05","2021-06-05",1,0,"BS",0,NA,0,NA,1.299,1,1.31046416063787,1.4826,0,0,1,1,2,2,4,1.17846474177535,8.15074316881796,13.3859974661433
"2021-05-28","2021-06-06",1,1,"BS",1,1,9,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA
"2021-05-29","2021-06-06",1,0,"BS",0,NA,8,NA,0.029,0,0.179419037984243,0,0,0,0,0,0,0,0,0.999778035290826,1065.35346569626,1066.33536193119
"2021-05-30","2021-06-06",1,0,"BS",0,NA,7,NA,0.071,0,0.264629985128347,0,0,0,0,0,0,0,1,1.00316266532527,1057.3331530763,1010.82896072207
"2021-05-31","2021-06-06",1,0,"BS",0,NA,6,NA,0.192,0,0.439692312110787,0,0,0,0,0,0,0,1,1.03854077553105,123.205583063484,97.6610123509093
"2021-06-01","2021-06-06",1,0,"BS",0,NA,5,NA,0.348,0,0.604368481359891,0,0,0,0,0,0,1,1.04999999999995,1.06039982868556,29.8003093162465,31.4067118041059
"2021-06-02","2021-06-06",1,1,"BS",1,1,4,0,1.609,1,0.859568413715777,0,1,1,1,1,2,2,3,1.07094148021125,21.7757389554895,24.4391693383208
"2021-06-03","2021-06-06",1,0,"BS",0,NA,3,NA,0.854,1,0.99884016823598,1.4826,0,0,0,1,1,2,3,1.06058056475398,27.8079206671787,38.1584783278235
"2021-06-04","2021-06-06",1,0,"BS",0,NA,2,NA,0.974,1,1.08374281935268,1.4826,0,0,0,1,1,2,3,1.08959482131799,18.0306628771802,23.0093812720418
"2021-06-05","2021-06-06",1,0,"BS",0,NA,1,NA,1.031,1,1.10420027995752,1.4826,0,0,0,1,1,2,3,1.09473257598355,14.7175811617502,21.826548779564
"2021-06-06","2021-06-06",1,0,"BS",0,NA,0,NA,0.977,1,1.1080156581469,1.4826,0,0,0,1,1,2,3,1.09767472346493,15.9681304661491,19.1905830826155
"2021-05-29","2021-06-07",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-05-30","2021-06-07",1,0,"BS",0,NA,8,NA,0.009,0,0.0944877131056093,0,0,0,0,0,0,0,0,0.999417358354244,1025.46261006242,1025.46261006242
"2021-05-31","2021-06-07",1,0,"BS",0,NA,7,NA,0.024,0,0.159528835792936,0,0,0,0,0,0,0,0,1.00352571179506,1051.86573184938,1052.47666572093
"2021-06-01","2021-06-07",1,0,"BS",0,NA,6,NA,0.076,0,0.286890756746024,0,0,0,0,0,0,0,1,1.00128888315492,761.393049874946,762.783333164471
"2021-06-02","2021-06-07",1,1,"BS",1,1,5,0,1.132,1,0.37512226902267,0,1,1,1,1,1,1,2,0.999134281929715,989.27448094932,874.861034726221
"2021-06-03","2021-06-07",1,1,"BS",1,1,4,1,1.196,1,0.483547120576493,0,1,1,1,1,1,1,2,1.00801660255844,990.407978473323,873.309972953906
"2021-06-04","2021-06-07",1,0,"BS",0,NA,3,NA,0.274,0,0.528396823611955,0,0,0,0,0,0,1,1,0.999258301486256,977.217879383571,905.136143684389
"2021-06-05","2021-06-07",1,0,"BS",0,NA,2,NA,0.398,0,0.64808642634761,0,0,0,0,0,0,1,2,0.998964936437737,950.02549956341,1024.11345763443
"2021-06-06","2021-06-07",1,0,"BS",0,NA,1,NA,0.494,0,0.732461944745596,0,0,0,0,0,1,1,2,1.00091441825079,848.925862143483,861.917079681819
"2021-06-07","2021-06-07",1,0,"BS",0,NA,0,NA,0.679,0,0.871044038908319,0,0,0,0,0,1,1,2,1.0037839855209,812.255259857961,687.661230833119
"2021-05-30","2021-06-08",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-05-31","2021-06-08",1,0,"BS",0,NA,8,NA,0.008,0,0.0891288053546324,0,0,0,0,0,0,0,0,1.00407106215829,703.664527971082,703.66452797108
"2021-06-01","2021-06-08",1,0,"BS",0,NA,7,NA,0.025,0,0.156203071030628,0,0,0,0,0,0,0,0,0.999830164942845,1061.15875421938,1061.15875421938
"2021-06-02","2021-06-08",1,1,"BS",1,1,6,0,1.084,1,0.291597374866491,0,1,1,1,1,1,1,2,0.998950495978567,1053.49129941552,1013.5829651713
"2021-06-03","2021-06-08",1,1,"BS",1,1,5,0,1.099,1,0.308697739373476,0,1,1,1,1,1,1,2,0.999881212855502,1117.30802219659,1011.74443719117
"2021-06-04","2021-06-08",1,0,"BS",0,NA,4,NA,0.149,0,0.393641910819915,0,0,0,0,0,0,0,1,0.998754279570945,1035.61736983192,930.157615880187
"2021-06-05","2021-06-08",1,0,"BS",0,NA,3,NA,0.181,0,0.417628319697567,0,0,0,0,0,0,0,1,0.999453772660615,840.921626451057,788.87787620101
"2021-06-06","2021-06-08",1,0,"BS",0,NA,2,NA,0.344,0,0.609947568267991,0,0,0,0,0,0,1,2,0.999661604605636,1122.93354552472,1024.8499053632
"2021-06-07","2021-06-08",1,0,"BS",0,NA,1,NA,0.512,0,0.764487043997765,0,0,0,0,0,1,1,2,0.998566585176592,1022.68298134783,910.397093600074
"2021-06-08","2021-06-08",1,0,"BS",0,NA,0,NA,0.56,0,0.846827678525636,0,0,0,0,0,1,1,2,0.999788798368475,1018.7170582339,967.774358478259
"2021-05-31","2021-06-09",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-06-01","2021-06-09",1,0,"BS",0,NA,8,NA,0.022,0,0.146756729104793,0,0,0,0,0,0,0,0,1.00010517910128,896.869257096739,896.869257096739
"2021-06-02","2021-06-09",1,1,"BS",1,1,7,0,1.033,1,0.184241539683495,0,1,1,1,1,1,1,1,0.999257835835746,1008.88555844663,1007.05097078976
"2021-06-03","2021-06-09",1,1,"BS",1,1,6,0,1.061,1,0.243594618861621,0,1,1,1,1,1,1,2,1.00258925668752,991.406643338052,988.236225992824
"2021-06-04","2021-06-09",1,0,"BS",0,NA,5,NA,0.065,0,0.26990340466146,0,0,0,0,0,0,0,1,1.00026301416266,981.572904777291,967.130666585153
"2021-06-05","2021-06-09",1,0,"BS",0,NA,4,NA,0.096,0,0.304757078468863,0,0,0,0,0,0,0,1,1.00006168706863,828.561550739812,845.742752710062
"2021-06-06","2021-06-09",1,0,"BS",0,NA,3,NA,0.167,0,0.413862636973045,0,0,0,0,0,0,0,1,0.998694981587332,1078.47719506289,1026.54570509656
"2021-06-07","2021-06-09",1,2,"BS",2,1,2,1,2.404,2,0.670248635383343,0,2,2,2,2,2,3,4,1.00052563015329,956.105166198418,992.971293828347
"2021-06-08","2021-06-09",1,0,"BS",0,NA,1,NA,0.602,0,0.881119953452634,0,0,0,0,0,1,1,2,0.999293455337637,1005.86162774585,930.88653274823
"2021-06-09","2021-06-09",1,0,"BS",0,NA,0,NA,0.658,0,0.904352726459015,0,0,0,0,0,1,1,2,0.998708084673214,964.827057219385,896.977681996282
"2021-06-01","2021-06-10",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-06-02","2021-06-10",1,1,"BS",1,1,8,0,1.023,1,0.156510368651714,0,1,1,1,1,1,1,1,1.00017640554851,1053.3361063052,1053.78634162396
"2021-06-03","2021-06-10",1,1,"BS",1,1,7,0,1.032,1,0.181683816034915,0,1,1,1,1,1,1,1,1.00117531498963,865.836424722528,867.538244528137
"2021-06-04","2021-06-10",1,0,"BS",0,NA,6,NA,0.028,0,0.171012412547292,0,0,0,0,0,0,0,0,1.00091443467567,1057.26457223182,1056.57488240449
"2021-06-05","2021-06-10",1,0,"BS",0,NA,5,NA,0.043,0,0.207832129840875,0,0,0,0,0,0,0,0,0.998626251568076,1071.80843446928,1063.78593694113
"2021-06-06","2021-06-10",1,0,"BS",0,NA,4,NA,0.085,0,0.29977469016724,0,0,0,0,0,0,0,1,1.00041217359842,936.721209720359,957.763734304841
"2021-06-07","2021-06-10",1,2,"BS",2,1,3,0,2.157,2,0.410511290367901,0,2,2,2,2,2,2,3,0.998619078811973,1037.68532841279,1016.29119626652
"2021-06-08","2021-06-10",1,1,"BS",1,1,2,1,1.386,1,0.670412897737994,0,1,1,1,1,1,2,3,1.00292351555139,1016.15321007412,959.768048806355
"2021-06-09","2021-06-10",1,0,"BS",0,NA,1,NA,0.589,0,0.829920338205883,0,0,0,0,0,1,1,2,0.998974953398346,1043.82522250901,1013.64828384192
"2021-06-10","2021-06-10",1,0,"BS",0,NA,0,NA,0.651,0,0.907757138789348,0,0,0,0,0,1,1,2,1.00241794801048,1050.09552832356,1037.50115507087
"2021-06-02","2021-06-11",1,1,"BS",1,1,9,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA
"2021-06-03","2021-06-11",1,1,"BS",1,1,8,0,1.015,1,0.121613279660528,0,1,1,1,1,1,1,1,0.998493582231648,979.785105967921,979.785105967921
"2021-06-04","2021-06-11",1,0,"BS",0,NA,7,NA,0.015,0,0.121613279660528,0,0,0,0,0,0,0,0,0.999576572498402,976.726392841314,976.726392841314
"2021-06-05","2021-06-11",1,0,"BS",0,NA,6,NA,0.026,0,0.165382439670454,0,0,0,0,0,0,0,0,0.998999785060672,1061.68532178767,1062.17322711942
"2021-06-06","2021-06-11",1,0,"BS",0,NA,5,NA,0.039,0,0.203765847286832,0,0,0,0,0,0,0,0,0.998306157066717,1091.70948971711,1092.8581131257
"2021-06-07","2021-06-11",1,2,"BS",2,1,4,0,2.087,2,0.321767827065626,0,2,2,2,2,2,2,3,0.99952576461967,1081.30081766243,1016.91765742218
"2021-06-08","2021-06-11",1,1,"BS",1,1,3,0,1.162,1,0.404870250722278,0,1,1,1,1,1,1,2,1.00171982387588,1053.48625535816,1032.04526151798
"2021-06-09","2021-06-11",1,0,"BS",0,NA,2,NA,0.372,0,0.643451653218818,0,0,0,0,0,0,1,2,1.00198603617496,1103.57013157027,888.545508020221
"2021-06-10","2021-06-11",1,0,"BS",0,NA,1,NA,0.553,0,0.81600052503467,0,0,0,0,0,1,1,2,1.0022406474246,1057.80016007903,921.38266334458
"2021-06-11","2021-06-11",1,0,"BS",0,NA,0,NA,0.606,0,0.873800622297517,0,0,0,0,0,1,1,2,1.00067608690679,1015.50616894303,1008.47342923673
"2021-06-03","2021-06-12",1,1,"BS",1,1,9,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA
"2021-06-04","2021-06-12",1,0,"BS",0,NA,8,NA,0.015,0,0.121613279660528,0,0,0,0,0,0,0,0,0.999215314591687,1038.82042057733,1038.82042057734
"2021-06-05","2021-06-12",1,0,"BS",0,NA,7,NA,0.009,0,0.0944877131056093,0,0,0,0,0,0,0,0,0.999417358354244,1025.46261006242,1025.46261006242
"2021-06-06","2021-06-12",1,0,"BS",0,NA,6,NA,0.034,0,0.181319819316248,0,0,0,0,0,0,0,0,0.998890115785833,1084.33901002058,1084.33901002058
"2021-06-07","2021-06-12",1,2,"BS",2,1,5,0,2.093,2,0.313766552470861,0,2,2,2,2,2,2,3,1.00421382495228,1002.28283888547,987.428074737382
"2021-06-08","2021-06-12",1,1,"BS",1,1,4,0,1.197,1,0.436327149489212,0,1,1,1,1,1,1,2,0.998225776757538,884.086093771512,845.39931775542
"2021-06-09","2021-06-12",1,0,"BS",0,NA,3,NA,0.377,0,0.653680578186547,0,0,0,0,0,0,1,2,0.998418194483715,942.977031365695,888.85261889151
"2021-06-10","2021-06-12",1,0,"BS",0,NA,2,NA,0.551,0,0.836719247477372,0,0,0,0,0,1,1,2,0.998574503619107,990.675804200871,938.622570751628
"2021-06-11","2021-06-12",1,0,"BS",0,NA,1,NA,0.673,0,0.943907814334621,0,0,0,0,0,1,1,3,1.00026870354261,1149.2775896137,893.365179383464
"2021-06-12","2021-06-12",1,0,"BS",0,NA,0,NA,0.581,0,0.83434713107623,0,0,0,0,0,1,1,2,1.00000921220016,885.668554495171,916.701190043568
"2021-06-04","2021-06-13",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-06-05","2021-06-13",1,0,"BS",0,NA,8,NA,0.014,0,0.117549214450024,0,0,0,0,0,0,0,0,0.998190827215033,1037.7174857006,1037.7174857006
"2021-06-06","2021-06-13",1,0,"BS",0,NA,7,NA,0.041,0,0.198389410902796,0,0,0,0,0,0,0,0,0.998590596241699,1044.28591488117,1044.28591488117
"2021-06-07","2021-06-13",1,2,"BS",2,1,6,0,2.067,2,0.258026311793153,0,2,2,2,2,2,2,3,0.998518953183292,926.635801107268,972.096563308914
"2021-06-08","2021-06-13",1,1,"BS",1,1,5,0,1.162,1,0.417049073767021,0,1,1,1,1,1,1,2,1.00047966381219,1037.72430432799,1021.12759586477
"2021-06-09","2021-06-13",1,0,"BS",0,NA,4,NA,0.357,0,0.670821139351617,0,0,0,0,0,0,1,2,1.00069885153895,1011.88545026088,973.804228713698
"2021-06-10","2021-06-13",1,0,"BS",0,NA,3,NA,0.546,0,0.817650629885743,0,0,0,0,0,1,1,2,1.00008076978517,817.590435562975,852.244727375258
"2021-06-11","2021-06-13",1,0,"BS",0,NA,2,NA,0.694,0,0.949349917188212,0,0,0,0,0,1,1,3,0.998091623276876,980.307504352258,913.958215865487
"2021-06-12","2021-06-13",1,0,"BS",0,NA,1,NA,0.585,0,0.842309019591079,0,0,0,0,0,1,1,2,1.00053742636032,819.529041390815,908.021812009733
"2021-06-13","2021-06-13",1,0,"BS",0,NA,0,NA,0.684,0,0.946065028969488,0,0,0,0,0,1,1,2.04999999999995,0.999629174542154,1028.42144093186,1063.59618914607
"2021-06-05","2021-06-14",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-06-06","2021-06-14",1,0,"BS",0,NA,8,NA,0.008,0,0.0997293635091789,0,0,0,0,0,0,0,0,0.99816089340631,1022.43489447569,1022.38650385745
"2021-06-07","2021-06-14",1,2,"BS",2,1,7,0,2.033,2,0.184241539683495,0,2,2,2,2,2,2,2,1.00416561952892,894.940310602384,914.824267770475
"2021-06-08","2021-06-14",1,1,"BS",1,1,6,0,1.073,1,0.271559836398435,0,1,1,1,1,1,1,2,0.998647726559662,1039.93829419471,1010.8435949274
"2021-06-09","2021-06-14",1,0,"BS",0,NA,5,NA,0.142,0,0.399994994963682,0,0,0,0,0,0,0,1,0.998514996358063,1032.18270588116,1040.87138573857
"2021-06-10","2021-06-14",1,0,"BS",0,NA,4,NA,0.248,0,0.553897827042861,0,0,0,0,0,0,0.200000000000045,1,1.00098073486129,954.096569341671,967.951422223003
"2021-06-11","2021-06-14",1,0,"BS",0,NA,3,NA,0.271,0,0.572614081984443,0,0,0,0,0,0,1,1,0.99880373772098,980.69029110378,884.128655299625
"2021-06-12","2021-06-14",1,0,"BS",0,NA,2,NA,0.365,0,0.61494158515517,0,0,0,0,0,0,1,2,0.998727482120054,1140.45424916283,833.106759337199
"2021-06-13","2021-06-14",1,0,"BS",0,NA,1,NA,0.52,0,0.812564003793092,0,0,0,0,0,1,1,2,0.999805855072622,923.462460123975,847.894597851805
"2021-06-14","2021-06-14",1,0,"BS",0,NA,0,NA,0.515,0,0.779989348249951,0,0,0,0,0,1,1,2,0.998697295509721,1133.9510471155,1076.54144753792
"2021-06-06","2021-06-15",1,0,"BS",0,NA,9,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-06-07","2021-06-15",1,2,"BS",2,1,8,0,2.019,2,0.143734684956901,0,2,2,2,2,2,2,2,0.998210431487583,1046.41635274498,1046.77449466054
"2021-06-08","2021-06-15",1,2,"BS",2,1,7,0.5,2.047,2,0.225481355863055,0,2,2,2,2,2,2,2,0.998124909526767,1058.23612117481,1055.71404196166
"2021-06-09","2021-06-15",1,0,"BS",0,NA,6,NA,0.069,0,0.276252267529726,0,0,0,0,0,0,0,1,0.99990267708928,1121.15759105799,1018.22324670567
"2021-06-10","2021-06-15",1,0,"BS",0,NA,5,NA,0.128,0,0.371151928128838,0,0,0,0,0,0,0,1,0.999766900204011,1043.46675509563,1015.45248121492
"2021-06-11","2021-06-15",1,1,"BS",1,1,4,1,1.16,1,0.427296831936047,0,1,1,1,1,1,1,2,1.00096636179553,832.412815646955,853.309503099536
"2021-06-12","2021-06-15",1,0,"BS",0,NA,3,NA,0.234,0,0.509414863842334,0,0,0,0,0,0,1,1,1.00204836922762,863.921151220167,809.184898976132
"2021-06-13","2021-06-15",1,0,"BS",0,NA,2,NA,0.393,0,0.700743920446009,0,0,0,0,0,0,1,2,0.999597514960495,971.844910036549,849.897876986227
"2021-06-14","2021-06-15",1,0,"BS",0,NA,1,NA,0.57,0,0.82691219835227,0,0,0,0,0,1,1,2,1.0005215335672,958.920960361932,905.250005481197
"2021-06-15","2021-06-15",1,0,"BS",0,NA,0,NA,0.619,0,0.895902696525489,0,0,0,0,0,1,1,2,0.998524933981478,1183.33123519266,1020.75779339781
"2021-06-07","2021-06-16",1,2,"BS",2,1,9,0,2,2,0,0,2,2,2,2,2,2,2,NA,NA,NA
"2021-06-08","2021-06-16",1,2,"BS",2,1,8,0,2.018,2,0.133017644294634,0,2,2,2,2,2,2,2,0.999354893959915,810.767466272696,810.767466272696
"2021-06-09","2021-06-16",1,0,"BS",0,NA,7,NA,0.046,0,0.21431269194784,0,0,0,0,0,0,0,0,0.998664218244666,1034.99431898121,1038.41665070318
"2021-06-10","2021-06-16",1,0,"BS",0,NA,6,NA,0.054,0,0.243193633023447,0,0,0,0,0,0,0,0.0499999999999545,1.00098532649855,866.958465767862,855.39096132588
"2021-06-11","2021-06-16",1,1,"BS",1,1,5,0,1.047,1,0.211744742168102,0,1,1,1,1,1,1,1,0.998875160983903,972.990816017366,972.990816017366
"2021-06-12","2021-06-16",1,0,"BS",0,NA,4,NA,0.095,0,0.322612893541283,0,0,0,0,0,0,0,1,1.00011635118734,1040.20018705839,1021.57674053478
"2021-06-13","2021-06-16",1,0,"BS",0,NA,3,NA,0.18,0,0.433344883190961,0,0,0,0,0,0,0,1,0.99844321534262,1054.78603572805,973.689994887664
"2021-06-14","2021-06-16",1,0,"BS",0,NA,2,NA,0.281,0,0.56952907156998,0,0,0,0,0,0,1,1,0.998511217784527,1022.33632742368,1002.09012924137
"2021-06-15","2021-06-16",1,0,"BS",0,NA,1,NA,0.522,0,0.788757337929821,0,0,0,0,0,1,1,2,0.999655107244589,1035.6229472882,924.183419105254
"2021-06-16","2021-06-16",1,0,"BS",0,NA,0,NA,0.518,0,0.805185894265619,0,0,0,0,0,1,1,2,1.00051663367259,1066.02666394888,958.211466062032
"2021-06-08","2021-06-17",1,2,"BS",2,1,9,0,2,2,0,0,2,2,2,2,2,2,2,NA,NA,NA
"2021-06-09","2021-06-17",1,0,"BS",0,NA,8,NA,0.01,0,0.0995485304256668,0,0,0,0,0,0,0,0,0.999343914330453,1027.69635767973,1027.69635767973
"2021-06-10","2021-06-17",1,0,"BS",0,NA,7,NA,0.02,0,0.140070052543788,0,0,0,0,0,0,0,0,0.998541419932224,1032.61958030404,1032.61958030404
"2021-06-11","2021-06-17",1,1,"BS",1,1,6,0,1.03,1,0.170672578726429,0,1,1,1,1,1,1,1,1.00509012948099,902.206043475123,902.206043475124
"2021-06-12","2021-06-17",1,0,"BS",0,NA,5,NA,0.038,0,0.196455070167697,0,0,0,0,0,0,0,0,1.00060668970981,974.500771429391,971.489877297918
